from_url,to_url,title
https://www.data-blogger.com/,https://twitter.com/search?q=%23ai&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23quadratic&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,http://www.kdnuggets.com/2017/07/top-stories-week-0703-0709.html,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/become-a-blogger/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/author/sarena/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23dev&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/do-it-yourself/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23linkextraction&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23python&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/11/03/book-month-pattern-recognition-machine-learning/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,http://twitter.com/kmjjacobs/status/850260564949442561,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23rnn&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23scrapy&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F11%2F03%2Fbook-month-pattern-recognition-machine-learning%2F&title=Book+of+the+month%3A+Pattern+Recognition+and+Machine+Learning,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23polynomial&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/page/2/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23babel&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/07/17/a-comparative-analysis-between-data-mining-and-statistics/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,http://twitter.com/kmjjacobs/status/864869887679889408,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23mathematics&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/personal-projects/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23fraud&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/08/27/gru-implementation-tensorflow/#respond,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/08/27/gru-implementation-tensorflow/#more-1534,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F07%2F17%2Fa-comparative-analysis-between-data-mining-and-statistics%2F&title=A+Comparative+Analysis+Between+Data+mining+and+Statistics,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23elman&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/data-science/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2016/08/13/apache-flink-the-next-distributed-data-processing-revolution/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,http://twitter.com/kmjjacobs/status/841985029467181056,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/author/monikatudja/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/11/03/book-month-pattern-recognition-machine-learning/#respond,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/05/17/elman-rnn-implementation-in-tensorflow/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23link&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/web-technology/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/11/01/pokerbot-create-your-poker-ai-bot-in-python/#more-1575,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/software-science/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F08%2F27%2Fgru-implementation-tensorflow%2F&title=Create+a+GRU+%28RNN%29+in+TensorFlow,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/category/technology/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/kmjjacobs,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/02/24/gathering-tweets-with-python/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/08/03/what-is-the-blockchain-and-why-should-you-care/#more-1341,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23weierstrass&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/looking-for-a-data-scientist/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/02/26/artificial-neural-nets-a-gentle-introduction/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F11%2F01%2Fpokerbot-create-your-poker-ai-bot-in-python%2F,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/07/17/a-comparative-analysis-between-data-mining-and-statistics/#respond,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/author/admin/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F11%2F01%2Fpokerbot-create-your-poker-ai-bot-in-python%2F&title=PokerBot%3A+Create+your+poker+AI+bot+in+Python,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://www.data-blogger.com/2017/08/27/gru-implementation-tensorflow/,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/share?text=PokerBot%3A%20Create%20your%20poker%20AI%20bot%20in%20Python&via=kmjjacobs&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F11%2F01%2Fpokerbot-create-your-poker-ai-bot-in-python%2F,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/share?text=What%20Is%20The%20Blockchain%20And%20Why%20Should%20You%20Care%3F&via=kmjjacobs&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F08%2F03%2Fwhat-is-the-blockchain-and-why-should-you-care%2F,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/,https://twitter.com/search?q=%23maths&src=hash,['Data Blogger - An interesting blog with tutorials and articles on Data Science.']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://twitter.com/kmjjacobs/status/875467271870787584,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23euler&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/credit-card/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F06%2F15%2Ffraud-detection-a-simple-machine-learning-approach%2F&title=Fraud+Detection%3A+A+Simple+Machine+Learning+Approach,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,mailto:mail@kevinjacobs.nl,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/2017/04/07/building-a-tic-tac-toe-web-app-with-webpack-babel-react-redux/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/mathematics/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/my-life/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/book-review/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://twitter.com/kmjjacobs/status/840225416652689408,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/scikit-learn/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.twitter.com/kmjjacobs,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23sklearn&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23neuralnetwork&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/contact/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23react&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/python/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://scikit-learn.org/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/services/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/pandas/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/logistic-regression/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23extraction&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/tag/machine-learning/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23pi&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23redux&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23programming&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23webpack&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23tensorflow&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23srnn&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23machinelearning&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23pandas&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23basel&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/share?text=Fraud%20Detection%3A%20A%20Simple%20Machine%20Learning%20Approach&via=kmjjacobs&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F06%2F15%2Ffraud-detection-a-simple-machine-learning-approach%2F,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/2017/03/15/pi-day-pi-and-the-basel-problem/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/uncategorized/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23ai&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://www.kdnuggets.com/2017/07/top-stories-week-0703-0709.html,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23quadratic&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/become-a-blogger/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F06%2F15%2Ffraud-detection-a-simple-machine-learning-approach%2F,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23dev&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/category/services/,http://twitter.com/kmjjacobs/status/875467271870787584,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23euler&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/share?text=ovoNews%20%2D%20The%20Company%20News%20Search%20Engine&via=kmjjacobs&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F06%2F15%2Fovonews-the-company-news-search-engine%2F,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://www.data-blogger.com/2017/04/07/building-a-tic-tac-toe-web-app-with-webpack-babel-react-redux/,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://www.data-blogger.com/category/mathematics/,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://www.data-blogger.com/category/my-life/,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://www.data-blogger.com/category/book-review/,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,http://twitter.com/kmjjacobs/status/840225416652689408,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23sklearn&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23neuralnetwork&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://www.data-blogger.com/contact/,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23react&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23extraction&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23pi&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23redux&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23programming&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23webpack&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/category/services/,https://twitter.com/search?q=%23tensorflow&src=hash,['Services Archives - Data Blogger']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/do-it-yourself/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.kaggle.com/dalpozz/creditcardfraud,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23linkextraction&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23python&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://twitter.com/kmjjacobs/status/850260564949442561,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.kaggle.com/dalpozz/creditcardfraud/downloads/creditcardfraud.zip,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23rnn&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23scrapy&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23babel&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23polynomial&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/2017/06/15/ovonews-the-company-news-search-engine/,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,http://twitter.com/kmjjacobs/status/864869887679889408,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://twitter.com/search?q=%23mathematics&src=hash,['Fraud Detection: A Simple Machine Learning Approach']
https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/,https://www.data-blogger.com/category/personal-projects/,['Fraud Detection: A Simple Machine Learning Approach']
